filename,restaurant_title,geography_city,state,year,menuType,rest,tags
4000003174.jpg,3rd Annual Banquet at Parker House,Boston%2C%20MA,Massachusetts,1895,0,,
4000003196.jpg,Thanksgiving Day Dinner at Hotel Roanoke,Roanoke%2C%20VA,Virginia,1895,2,,
4000003199.jpg,Thanksgiving Day Dinner at The Jackson,Chicago%2C%20IL,Illinois,1895,2,,
4000003202.jpg,Thanksgiving Day Dinner at Hotel Vendome,Boston%2C%20MA,Massachusetts,1895,2,,
4000003213.jpg,139th Anniversary Menu at Delmonico's,New%20York%2C%20NY,New%20York,1895,2,delmonicos,
4000003241.jpg,Annual Festival Menu at Ye New York Chapter Of Ye Colonial Order,New%20York%2C%20NY,New%20York,1895,2,,
4000003246.jpg,Dinner in Honor of Mr. Theodore Roosevelt,,n%2Fa,1895,2,,
4000003258.jpg,Dinner to Delegates of the Pennsylvania Bankers' Association,Philadelphia%2C%20PA,Pennsylvania,1895,2,,
4000003275.jpg,10th Annual Charity Ball Menu,Chicago%2C%20IL,Illinois,1895,2,,
4000003283.jpg,13th Annual Dinner at Hoffman House,,n%2Fa,1895,2,,
4000003341.jpg,Christmas Day Dinner at The Portland Hotel,Portland%2C%20OR,Oregon,1895,2,,
4000003352.jpg,FOURTH ANNUAL BANQUET at DELMONICO'S,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003380.jpg,126th Anniversary Dinner at Hoffman House Cafe,New%20York%2C%20NY,New%20York,1896,2,,
4000003388.jpg,6th Annual Banquet at The Confederate Veteran Camp Of NY,New%20York%2C%20NY,New%20York,1896,2,,
4000003399.jpg,16th Annual Banquet at Society Of The Army & Navy Of The Confederate States,Baltimore%2C%20MD,Maryland,1896,2,,
4000003404.jpg,18th Annual Reception Menu,New%20York%2C%20NY,New%20York,1896,2,,
4000003414.jpg,German American Charity Ball Menu,Chicago%2C%20IL,Illinois,1896,2,,
4000003420.jpg,11th Annual Dinner at The Arlington,,n%2Fa,1896,2,,
4000003430.jpg,EPISCOPALIAN CLUB DINNER at THE BRUNSWICK,Boston%2C%20MA,Massachusetts,1896,2,,
4000003434.jpg,Inauguration Dinner for Battesimo of Bandiere,Rosebank%2C%20S.I.%2C%20N.Y.,New%20York,1896,0,,
4000003436.jpg,ANNIVERSARY DINNER at HOTEL WORTHY,Springfield,n%2Fa,1896,2,,
4000003441.jpg,BANQUET TO PORTER KING MAYOR OF ATLANTA AND THE HONORARY ATLANTA ESCORT OF THE LIBERTY BELL,Camden%2C%20N.J.,New%20Jersey,1896,0,,
4000003448.jpg,11th Annual Banquet at Brown Palace Hotel,Denver%2C%20CO,Colorado,1896,2,,
4000003453.jpg,Anniversary Dinner at Hotel Brunswick,New%20York%2C%20NY,New%20York,1896,2,,
4000003464.jpg,4th Annual Dinner at Delmonico's,New%20York%2C%20N.Y.,New%20York,1896,2,delmonicos,
4000003471.jpg,Patriotic Holiday Dinner at Hotel Ryan,St.%20Paul%2C%20MN,Minnesota,1896,2,,
4000003477.jpg,Lincoln's Birthday Dinner at Delmonico's,New%20York%2C%20N.Y.,New%20York,1896,2,delmonicos,
4000003479.jpg,NINTH ANNUAL DINNER at THE SOUTHERN BERKSHIRE SOCIETY OF NEW YORK,New%20York%2C%20NY,New%20York,1896,2,,
4000003482.jpg,Dinner to the Artillery Officers of the State of New York,New%20York%2C%20NY,New%20York,1896,0,delmonicos,
4000003491.jpg,Seventh Dinner at Hotel Savoy,New%20York%2C%20NY,New%20York,1896,0,,
4000003502.jpg,AMERICAN PAPER MANUFACTURERS' ASSOCIATION ANNUAL BANQUET at DELMONICO'S,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003505.jpg,Hygeia Hotel Menu,Comfort%2C%20VA,Virginia,1896,0,,
4000003508.jpg,Celebration of Washington's Birthday Menu,Detroit%2C%20MI,Michigan,1896,2,,
4000003515.jpg,Annual Dinner Menu at Laurel-in-the-Pines,Lakewood%2C%20NJ,New%20Jersey,1896,2,,
4000003518.jpg,Washington's Birthday Banquet at Delmonico's,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003521.jpg,Washington's Birthday Dinner Menu,St.%20Louis%2C%20MO,Missouri,1896,2,,
4000003524.jpg,Eighth Annual Banquet Menu,,n%2Fa,1896,2,,
4000003531.jpg,Craftsman's Club Menu,,n%2Fa,1896,2,,
4000003539.jpg,Dinner at The Pickaninny Club at The Waldorf,New%20York%2C%20NY,New%20York,1896,2,waldorf,
4000003543.jpg,THE ANNUAL 'FINES' DINNER at THE UNION LEAGUE CLUB,New%20York%2C%20NY,New%20York,1896,2,,
4000003557.jpg,4th Annual Banquet at Hotel Iroquois,Buffalo%2C%20NY,New%20York,1896,2,,
4000003571.jpg,Annual Dinner in Honor of Mr. Justice David J. Brewer of the Supreme Court of the United States,Philadelphia%2C%20PA,Pennsylvania,1896,2,,
4000003580.jpg,14th Annual Dinner at The Windsor Hotel,New%20York%2C%20NY,New%20York,1896,2,,
4000003583.jpg,Dinner at Merchants' Club,Boston%2C%20MA,Massachusetts,1896,2,,
4000003592.jpg,Triennial Dinner at De Soto Hotel,Savannah%2C%20GA,Georgia,1896,2,,
4000003598.jpg,Hotel Chamberlin Luncheon Menu,Old%20Point%20Comfort%2C%20VA,Virginia,1896,0,,
4000003604.jpg,Forty-Fourth Annual Dinner at Hotel Stenton,Philadelphia%2C%20PA,Pennsylvania,1896,2,,
4000003614.jpg,74th Birthday Celebration of U.S. Grant,Philadelphia%2C%20PA,Pennsylvania,1896,0,,
4000003631.jpg,Dinner in Honor of S.S. Packard's 70th Birthday,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003642.jpg,128th Annual Meeting Luncheon Menu,New%20York%2C%20NY,New%20York,1896,2,,
4000003646.jpg,25TH ANNIVERSARY DINNER at THE BRUNSWICK,,n%2Fa,1896,2,,
4000003649.jpg,Ninth Annual Dinner in Honor of Crow Charlton,Flocking%20Of%20The%20Crows,n%2Fa,1896,2,,
4000003655.jpg,Dinner at The Brunswick,,n%2Fa,1896,0,,
4000003664.jpg,Banquet for New Orleans Base Ball Club at LeCourt's Hotel,New%20Orleans%2C%20LA,Louisiana,1896,2,,
4000003674.jpg,Banquet at Grand Union Hotel,Saratoga%20Springs%2C%20NY,New%20York,1896,2,,
4000003697.jpg,Patriotic Holiday Dinner at Savoy Hotel,London%2C%20ENGLAND,n%2Fa,1896,2,,
4000003710.jpg,Seventeenth Annual Dinner at Hotel Del Coronado,San%20Diego%2C%20CA,California,1896,0,,
4000003723.jpg,Lunch Menu at Hotel Dennis,Atlantic%20City%2C%20NJ,New%20Jersey,1896,0,,
4000003735.jpg,Banquet Menu at Planters Hotel,St.%20Louis%2C%20MO,Missouri,1896,2,,
4000003746.jpg,22nd Annual Banquet at Hotel Walton,Philadelphia%2C%20PA,Pennsylvania,1896,2,,
4000003753.jpg,Dinner at Windsor Hotel,New%20York%2C%20NY,New%20York,1896,0,,
4000003764.jpg,"Dinner honoring M.W. John Stewart, Grand Master of Masons, State of NY",New%20York%2C%20NY,New%20York,1896,2,,
4000003775.jpg,Dinner to Republican Speakers at Transportation Club,New%20York%2C%20NY,New%20York,1896,2,,
4000003780.jpg,Anniversary Banquet at Societa Italiane Unite,New%20York%2C%20NY,New%20York,1896,2,,
4000003784.jpg,Honoring James M. Barrie and W. Robertson Nicoll Testimonial Menu,New%20York%2C%20NY,New%20York,1896,2,,
4000003788.jpg,Dinner in Honor of Marcus A. Hanna,Cleveland%2C%20OH,Ohio,1896,2,,
4000003800.jpg,7th Annual Banquet Menu,Pawtucket%2C%20RI,Rhode%20Island,1896,2,,
4000003806.jpg,SONS OF THE REVOLUTION BANQUET,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003816.jpg,34TH ANNUAL CELEBRATION MENU,San%20Francisco%2C%20CA,California,1896,2,,
4000003819.jpg,140th Anniversary Menu,New%20York%2C%20NY,New%20York,1896,2,delmonicos,
4000003822.jpg,23rd Annual Dinner Menu at Zangheri's,New%20York%2C%20NY,New%20York,1896,2,,
4000003827.jpg,ALBANY ZOUAVE CADETS DINNER at ALBANY CLUB,Albany%2C%20NY,New%20York,1896,2,,
4000003837.jpg,Dinner for Forefathers' Day at Society Of Colonial Wars,Boston%2C%20MA,Massachusetts,1896,2,,
4000003849.jpg,Twelfth Annual Banquet Menu at Hotel Marlborough,New%20York%2C%20NY,New%20York,1896,2,,
4000003862.jpg,Jubilee Dinner to Celebrate the Fiftieth Anniversary of the Founding of the House,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000003872.jpg,National Democrats Of The Middle States Anniversary Banquet Menu,Chicago%2C%20IL,Illinois,1897,2,,
4000003884.jpg,Centennial Anniversary Menu at Masonic Temple,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000003893.jpg,Annual Dinner Menu at Delmonico's,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000003896.jpg,Eighth Annual Banquet Menu at Delmonico's,New%20York%2C%20NY,New%20York,1897,0,delmonicos,
4000003898.jpg,Sawdust Club Annual Dinner at Taylor's Hotel,Jersey%20City%2C%20NJ,New%20Jersey,1897,0,,
4000003902.jpg,Annual Dinner in Honor of Benjamin Franklin at Hoffman House,New%20York%2C%20NY,New%20York,1897,2,,
4000003905.jpg,Eleventh Annual Banquet Menu at Delmonico's,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000003909.jpg,Twenty-Sixth Annual Reception Menu,Lexington%2C%20NY,New%20York,1897,2,,
4000003914.jpg,FOURTEENTH BURNS ANNIVERSARY at HOTEL WORTHY,Springfield,n%2Fa,1897,2,,
4000003932.jpg,SECOND ANNUAL CONVENTION MENU,Philadelphia%2C%20PA,Pennsylvania,1897,0,,
4000003953.jpg,Fifth Annual Dinner at Society Of Colonial Wars,New%20York%2C%20NY,New%20York,1897,2,,
4000003960.jpg,City Editor's Association Dinner at THE BOURSE,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000004003.jpg,Anniversary Dinner at Hotel Manhattan,New%20York%2C%20NY,New%20York,1897,2,,
4000004025.jpg,Dinner in Honor of John A. McCall,New%20York%2C%20NY,New%20York,1897,0,,
4000004030.jpg,Twenty-First Anniversary Dinner at Trocadero,Rhode%20Island%20Women's%20Club,Rhode%20Island,1897,2,,
4000004040.jpg,Chancellor Walworth Lodge No. 271 F.&A.M. Annual Dinner,New%20York%2C%20NY,New%20York,1897,2,,
4000004050.jpg,WASHINGTON'S BIRTHDAY BANQUET,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000004055.jpg,Annual Dinner Menu for Rhode Island Society of the Sons of the American Revolution,Providence%2C%20RI,Rhode%20Island,1897,2,,
4000004061.jpg,George Washington's Birthday Reception,London,n%2Fa,1897,2,,
4000004064.jpg,Washington's Birthday Dinner,Rochester%2C%20NY,New%20York,1897,2,,
4000004069.jpg,Fourth Annual Dinner at Brown University Club,Providence%2C%20RI,Rhode%20Island,1897,2,,
4000004071.jpg,Dinner Menu on Hamburg-Amerika Linie's Express-Steamer Furst Bismarck,Hamburg%2C%20Germany,n%2Fa,1897,1,,
4000004084.jpg,12th Annual Ball Menu,New%20York%2C%20NY,New%20York,1897,2,,
4000004093.jpg,EXPRESS-STEAMER FURST BISMARCK DINNER,Hamburg%2C%20Germany,n%2Fa,1897,1,,
4000004097.jpg,Hotel Manhattan Dinner Menu,New%20York%2C%20NY,New%20York,1897,0,,
4000004105.jpg,126th Annual Banquet for the Relief of Emigrants from Ireland,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000004110.jpg,Annual Dinner at Forest City House,,n%2Fa,1897,2,,
4000004116.jpg,Banquet and Jubilee for Hon. Neal Dow,Boston%2C%20MA,Massachusetts,1897,2,,
4000004121.jpg,Banquet and Reception Menu,New%20York%2C%20NY,New%20York,1897,2,,
4000004123.jpg,GRIDIRON CLUB DINNER at THE ARLINGTON,Gridiron%20Club,n%2Fa,1897,2,,
4000004124.jpg,Plaza Dinner Menu,New%20York%2C%20NY,New%20York,1897,0,plaza,focus
4000004126.jpg,DINNER MENU at HOTEL BELLVUE,Philadelphia%2C%20PA,Pennsylvania,1897,0,,
4000004129.jpg,Wedding Dinner at Schweiserhof,Lucerne%2C%20SWITZERLAND,n%2Fa,1897,0,,
4000004136.jpg,Banquet at National Democratic Club Of St. Louis,St.%20Louis%2C%20MO,Missouri,1897,2,,
4000004142.jpg,Grand Testimonial Banquet to Mr. Robert Fitzsimmons by his New York Friends and Admirers,New%20York%2C%20NY,New%20York,1897,0,,
4000004148.jpg,Annual 'Fines' Dinner at Union League Club,New%20York%2C%20NY,New%20York,1897,2,,
4000004153.jpg,Farewell Dinner for Gen. Horace Porter at Delmonico's,New%20York%2C%20NY,New%20York,1897,0,delmonicos,
4000004160.jpg,DINNER at Russell House,Detroit%2C%20MI,Michigan,1897,0,,
4000004180.jpg,HUGUENOT SOCIETY OF AMERICA DINNER at DELMONICO'S,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000004188.jpg,Quill And Dagger Club Dinner Menu,Ithaca%2C%20NY,New%20York,1897,2,,
4000004197.jpg,Dinner honoring Gen. Horace Porter at Union League Club,New%20York%2C%20NY,New%20York,1897,0,delmonicos,
4000004235.jpg,Farewell Banquet at Hotel Cecil,London%2C%20ENGLAND,n%2Fa,1897,2,,
4000004242.jpg,Dinner Menu on the Ostend-Wien-Express,Luxuszug%20Railroad,n%2Fa,1897,1,,
4000004253.jpg,LUNCH menu for 18th Annual Convention at SAMOSET HOUSE,Plymouth%2C%20MA,Massachusetts,1897,2,,
4000004288.jpg,Lunch for Diamond Jubilee of Queen Victoria,Spithead%2C%20ENGLAND,n%2Fa,1897,2,,
4000004291.jpg,20th Anniversary Dinner at Parker's,,n%2Fa,1897,2,,
4000004298.jpg,Dinner Menu at ALLEGEMEINE CARTENBAU-AUSSTELLUNG,Hamburg%2C%20GERMANY,n%2Fa,1897,0,,
4000004303.jpg,DINNER at THE HOLLENDEN,Cleveland%2C%20OH,Ohio,1897,0,,
4000004309.jpg,259th Anniversary Celebration Menu,Boston%2C%20MA,Massachusetts,1897,2,,
4000004314.jpg,Faculty Banquet to the Class of '97 at Hotel Bellevue,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000004332.jpg,DINNER IN RENAISSANCE SALOON,London%2C%20ENGLAND,n%2Fa,1897,2,,
4000004340.jpg,Dinner on the Hamburg-Amerika Line,Hamburg%2C%20Germany,n%2Fa,1897,1,,
4000004346.jpg,Dinner Menu on Hamburg-Amerika Line's Auguste Victoria,Hamburg,n%2Fa,1897,1,,
4000004350.jpg,Dinner Menu at Hotel Vendome And Profile House,Boston%2C%20MA,Massachusetts,1897,0,,
4000004353.jpg,Dinner at Santa Giertrudz Gille Schwa,Stockholm%2C%20SWEDEN,n%2Fa,1897,0,,
4000004357.jpg,Anniversary Dinner at Detroit Club,Detroit%2C%20MI,Michigan,1897,2,,
4000004361.jpg,Dinner Menu at Profile House And Hotel Vendome,White%20Mountains%2C%20NH,New%20Hampshire,1897,0,,
4000004363.jpg,Dinner at Hotel Lafayette,Minnetonka%20Beach%2C%20MN,Minnesota,1897,0,,
4000004377.jpg,260th Fall Field Day Menu,Buffalo%2C%20NY,New%20York,1897,2,,
4000004379.jpg,DINNER & SOIREE MUSICALE,New%20York%2C%20NY,New%20York,1897,2,,
4000004394.jpg,Dining Car Service Dinner Menu,,n%2Fa,1897,1,,
4000004400.jpg,Complimentary/Testimonial Event Menu,Philadelphia%2C%20PA,Pennsylvania,1897,0,,
4000004412.jpg,Diner at Waldorf Astoria,New%20York%2C%20NY,New%20York,1897,0,waldorf,
4000004416.jpg,NATIONAL HARDWARE ASSOCIATION BANQUET at HOTEL IROQUOIS,Buffalo%2C%20NY,New%20York,1897,0,,
4000004424.jpg,St. Andrews Society of the State of New York Banquet at Delmonico's,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000004427.jpg,"Banquet for R.M. Littler at Marble Salon, Grand Hotel",London%2C%20England,n%2Fa,1897,0,,
4000004430.jpg,Episcopalian Club Dinner Menu,Boston%2C%20MA,Massachusetts,1897,2,,
4000004434.jpg,23rd Anniversary Dinner,Philadelphia%2C%20PA,Pennsylvania,1897,0,,
4000004437.jpg,Dinner at St. Martin's Lodge No.2455,London%2C%20England,n%2Fa,1897,0,,
4000004443.jpg,Thanksgiving Dinner at Hotel Alcazar,St.%20Augustine%2C%20FL,Florida,1897,2,,
4000004446.jpg,Thanksgiving Dinner at Hotel Windermere,Chicago%2C%20IL,Illinois,1897,2,,
4000004450.jpg,Anniversary Dinner at Albany Club,Albany%2C%20NY,New%20York,1897,0,,
4000004456.jpg,25th Anniversary Menu at New York Press Club,New%20York%2C%20NY,New%20York,1897,0,waldorf,
4000004463.jpg,Sons Of Delaware Annual Banquet Menu,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000004478.jpg,Dinner Given to Friends at New York Club,New%20York%2C%20NY,New%20York,1897,2,,
4000004494.jpg,Testimonial & Reception in Honor of 25th Anniversary of George F. Lyon in Journalism,New%20York%2C%20NY,New%20York,1897,2,,
4000004506.jpg,17th Annual Festival Menu,Philadelphia%2C%20PA,Pennsylvania,1897,2,,
4000004513.jpg,Christmas Night Dinner and Program at Hotel Alcazar,St.%20Augustine%2C%20FL,Florida,1897,2,,
4000004519.jpg,Dinner Menu at Buffalo Club,Buffalo%2C%20NY,New%20York,1897,0,,
4000004524.jpg,"Dinner Honoring Isaac N. Solis, Henry Green, John Dean",Philadelphia%2C%20PA,Pennsylvania,1897,0,,
4000004532.jpg,Dinner Menu at Planters Hotel,St.%20Louis%2C%20MO,Missouri,1897,0,,
4000004537.jpg,Christmas Dinner at Lakota Hotel,Chicago%2C%20IL,Illinois,1897,2,,
4000004543.jpg,Convention Menu at Delmonico's,New%20York%2C%20NY,New%20York,1897,2,delmonicos,
4000004557.jpg,Semi-Centennial Anniversary Celebration Menu,Philadelphia%2C%20PA,Pennsylvania,1898,2,,
4000004570.jpg,Sixth Annual Banquet at Park Hotel,Williamsport%2C%20PA,Pennsylvania,1898,2,,
4000004575.jpg,128th Anniversary Dinner at Davidson's Rest.,New%20York%2C%20NY,New%20York,1898,2,,
4000004578.jpg,Annual Dinner Menu at DELMONICO'S,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004584.jpg,31st Anniversary Celebration Menu,Saint%20Paul%2C%20MN,Minnesota,1898,2,,
4000004592.jpg,19th Annual Banquet Menu at DELMONICO'S,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004610.jpg,Amherst Alumni Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004613.jpg,Central Railway Club Smoker at Hotel Iroquois,Buffalo%2C%20NY,New%20York,1898,2,,
4000004616.jpg,34th Annual Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004621.jpg,Dinner for Monsieur Jules Cambon at Delmonico's,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004625.jpg,15th Burns Anniversary Menu,Springfield,n%2Fa,1898,2,,
4000004633.jpg,Diner at Le Prince Regent Luitpold,Munich%2C%20GERMANY,n%2Fa,1898,0,,
4000004637.jpg,DINNER TO THE FRANKLIN DINNER COMMITTEE at THE ARENA,,n%2Fa,1898,2,,
4000004666.jpg,Annual Dinner Menu at Delmonico's NY,New%20York%2C%20NY,New%20York,1898,0,delmonicos,
4000004675.jpg,Princeton Alumni Association of Philadelphia Annual Dinner,Philadelphia%2C%20PA,Pennsylvania,1898,2,,
4000004684.jpg,Dinner for Henry Drinker Riley's Ushers,Philadelphia%2C%20PA,Pennsylvania,1898,0,,
4000004688.jpg,Dinner at Burnet House,Cincinnati%2C%20OH,Ohio,1898,0,,
4000004697.jpg,11th Annual Dinner at Windsor Hotel,New%20York%2C%20NY,New%20York,1898,2,,
4000004702.jpg,Yale Alumni Association Dinner at Sherry's,New%20York%2C%20NY,New%20York,1898,0,,
4000004709.jpg,Wedding Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004718.jpg,Annual Dinner Menu at Delmonico's NY,New%20York%2C%20NY,New%20York,1898,0,delmonicos,
4000004726.jpg,14th Annual Dinner at St. James Hotel,Baltimore%2C%20MD,Maryland,1898,0,,
4000004729.jpg,Dinner at Carlton Club,Brooklyn%2C%20NY,New%20York,1898,0,,
4000004742.jpg,12th Annual Dinner Menu by New York Southern Society,New%20York%2C%20NY,New%20York,1898,2,,
4000004757.jpg,Patriotic Holiday Dinner,Miami%2C%20FL,Florida,1898,2,,
4000004765.jpg,115th Annual Dinner Menu at Hotel Bellevue,,n%2Fa,1898,0,,
4000004775.jpg,2nd Annual Dinner Commemorating the First Centennial of Rockland County,Nyack%2C%20New%20York,New%20York,1898,2,,
4000004789.jpg,BANQUET IN COMMEMORATION OF WASHINGTON'S BIRTHDAY,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004794.jpg,Complimentary/Testimonial Menu,Dallas%2C%20TX,Texas,1898,0,,
4000004800.jpg,63rd Annual Dinner Menu,New%20York%2C%20NY,New%20York,1898,2,,
4000004819.jpg,"ANNUAL RE-UNION DINNER, DISTRICT 11 at ST. DENIS HOTEL",Beta%20Theta%20Pi,n%2Fa,1898,2,,
4000004826.jpg,Scientific Alliance Of New York Dinner at Savoy Hotel,New%20York%2C%20NY,New%20York,1898,0,,
4000004835.jpg,BANQUET at STAR THEATRE ASSEMBLY ROOM,East%20Jersey%2C%20NJ,New%20Jersey,1898,2,,
4000004840.jpg,SIXTEENTH ANNUAL DINNER OF NEW YORK ASSN OF ALUMNI,New%20York%2C%20NY,New%20York,1898,2,,
4000004852.jpg,New England Delegation Dinner at Chicago Beach Hotel,Chicago%2C%20IL,Illinois,1898,2,,
4000004855.jpg,Sixth Annual Banquet at Hotel Iroquois,Buffalo%2C%20NY,New%20York,1898,2,,
4000004860.jpg,Ninth Annual Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004863.jpg,Ninth Annual Meeting and Banquet Menu,Hornellsville%2C%20NY,New%20York,1898,2,,
4000004869.jpg,FOURTH ANNUAL CONVENTION MENU,Brooklyn%2C%20NY,New%20York,1898,2,,
4000004877.jpg,Fifty Third Anniversary Menu,,n%2Fa,1898,2,,
4000004884.jpg,Easter Dinner at Osborne House,Hornellsville%2C%20NY,New%20York,1898,2,,
4000004894.jpg,Huguenot Society of America Anniversary Dinner at Delmonico's NY,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004912.jpg,"Dinner Tendered to R.W. Walter F. Sykes, D.DGM at Aurora Grata Club",Brooklyn%2C%20NY,New%20York,1898,2,,
4000004924.jpg,Daily Menu at Claremont Hotel,New%20York%2C%20NY,New%20York,1898,0,,
4000004931.jpg,4th Annual Dinner at Morris County Golf Club House,Morris%20County%2C%20New%20Jersey,New%20Jersey,1898,2,,
4000004936.jpg,THIRTY-SECOND ANNIVERSARY Menu at DELMONICO'S,New%20York%2C%20NY,New%20York,1898,2,delmonicos,
4000004940.jpg,Complimentary Dinner at Zagheri Restaurant,New%20York%2C%20NY,New%20York,1898,0,,
4000004960.jpg,Dinner at Windsor Hotel,New%20York%2C%20NY,New%20York,1898,0,,
4000004963.jpg,Anniversary Dinner at Pioneer Sons And Daughters Of Chicago,Chicago%2C%20IL,Illinois,1898,2,,
4000004969.jpg,Testimonial Dinner at Julius Hartmann's,Manhattan%2C%20NY,New%20York,1898,2,,
4000004972.jpg,Eighth Annual Banquet Menu,New%20York%2C%20NY,New%20York,1898,2,,
4000004976.jpg,Fauste Nozze Della Caro Figlia Colomba Rosa Col Sig. Luigi Profumo,New%20York%2C%20NY,New%20York,1898,2,,
4000004978.jpg,Anglo-American Banquet at Cecil Hotel,London%2C%20ENGLAND,n%2Fa,1898,2,,
4000004982.jpg,260th Anniversary Celebration Menu,Boston%2C%20MA,Massachusetts,1898,2,,
4000004984.jpg,NEW ORLEANS LAW ASSOCIATION ANNUAL DINNER,New%20Orleans%2C%20LA,Louisiana,1898,0,,
4000004989.jpg,XIII CLUB 165TH REGULAR DINNER,New%20York%2C%20NY,New%20York,1898,2,,
4000004995.jpg,Palestine Temple A.A.O.N.M.S. Banquet Menu,Newport%2C%20RI,Rhode%20Island,1898,2,,
4000004999.jpg,Delmonico's Dinner Menu,New%20York%2C%20NY,New%20York,1898,0,delmonicos,
4000005002.jpg,Dinner Menu at Steamship Northwest,,n%2Fa,1898,1,,
4000005011.jpg,Fourth of July Dinner at Hotel Schenley,Pittsburgh%2C%20PA,Pennsylvania,1898,2,,
4000005017.jpg,Fourth of July Dinner at Ebbitt House,Washington%2C%20DC,Washington%2C%20D.C.,1898,2,,
4000005024.jpg,Breakfast Menu on Steamship North West,,n%2Fa,1898,1,,
4000005030.jpg,Dinner Menu at Steamship North West,,n%2Fa,1898,1,,
4000005042.jpg,BANQUET FOR LIEUT.-COL. FRANCIS G. WARD OF 202 USV at HOTEL IROQUOIS,Buffalo%2C%20N.Y.,New%20York,1898,2,,
4000005049.jpg,Dinner at Manhattan Beach Hotel,Manhattan%20Beach%2C%20NY,New%20York,1898,0,,
4000005053.jpg,Anniversary Dinner for New York State Stenographers' Association,Averill%20Park%2C%20NY,New%20York,1898,2,,
4000005063.jpg,Dinner Menu at Pilgrim Hotel,Plymouth%2C%20MA,Massachusetts,1898,0,,
4000005067.jpg,Souvenir Menu,Montreal%2C%20CANADA,n%2Fa,1898,0,,
4000005069.jpg,"Complimentary Dinner for Anthony Fiala of Troop 'C,' U.S.V.",Brooklyn%2C%20NY,New%20York,1898,2,,
4000005073.jpg,Dinner Menu for Poland Spring House,Poland%2C%20ME,Maine,1898,0,,
4000005076.jpg,Royal Order of Scotland Annual Dinner at Grand Hotel,CINCINNATI%2C%20OH,n%2Fa,1898,0,,
4000005079.jpg,"Dinner in Honor of Members of Supreme Council 33, Ancient Accepted Scottish Rite & Accompanying Ladies",Cincinnati%2C%20OH,Ohio,1898,0,,
4000005084.jpg,Anniversary Banquet Menu,Lake%20Placid%2C%20NY,New%20York,1898,2,,
4000005091.jpg,Inauguration Dinner for Mr. Alderman Alliston & Lieut. Col. Clifford Probyn,London%2C%20ENGLAND,n%2Fa,1898,2,,
4000005105.jpg,Dinner Menu at Profile House,White%20Mountains%2C%20NH,New%20Hampshire,1898,0,,
4000005110.jpg,261st Fall Field Day Menu,Quebec%20City%2C%20QC,n%2Fa,1898,2,,
4000005114.jpg,Dinner Event at Bushwick Club,Brooklyn%2C%20NY,New%20York,1898,0,,
4000005125.jpg,Dinner to Soldiers and Sailors of the Spanish American War at Hotel Savoy,New%20York%2C%20NY,New%20York,1898,2,,
4000005146.jpg,Supper for American Warehousemens' Association,New%20York%2C%20NY,New%20York,1898,2,,
4000005156.jpg,Farewell Banquet to the Earl of Aberdeen at The Russell,Ottawa%2C%20CANADA,n%2Fa,1898,2,,
4000005164.jpg,Banquet in Honor of Mr. Henry Reynolds Hatch at Stillman Hotel,Cleveland%2C%20OH,Ohio,1898,2,,
4000005166.jpg,8th Annual Dinner at Place Viger Hotel,Montreal%2C%20Quebec%2C%20Canada,n%2Fa,1898,2,,
4000005172.jpg,Dinner to Philippe Hebert [Sculpteur] on his departure to Europe,Montreal%2C%20QC,n%2Fa,1898,2,,
4000005178.jpg,2nd Annual Dinner at THOMAS HUNTER ASSOCIATION OF GRAMMAR SCHOOL NO. 35,New%20York%2C%20NY,New%20York,1898,2,,
4000005192.jpg,Peace Jubilee Menu at The Bellevue,Philadelphia%2C%20PA,Pennsylvania,1898,2,,
4000005198.jpg,Banquet in Honor of Dr. Heber Jones' Friends and Board of Health Members,Memphis%2C%20TN,Tennessee,1898,2,,
